Departure node;Arrival node;Duration (minutes);Distance (kilometers)
20;17;5;3.225
24;10;24;27.137
7;42;22;23.678
20;18;6;3.258
25;9;46;45.991
17;24;6;5.603
15;28;24;19.919
17;25;44;42.001
24;12;26;25.286
12;35;32;29.506
18;24;0;0.064
15;30;49;50.322
28;6;32;29.301
6;47;22;21.997
18;25;48;46.474
24;14;13;11.718
9;42;30;28.46
34;1166;32;18.841
28;7;25;20.425
17;28;25;21.599
24;15;6;3.4
7;47;0;0.168
14;34;44;32.231
10;42;12;9.475
35;1166;6;2.454
14;35;15;8.896
20;24;6;3.313
18;28;18;16.276
25;15;47;43.913
17;30;49;52.002
24;17;6;5.671
30;6;33;30.176
15;34;29;18.563
7;49;39;31.897
28;10;40;38.77
20;25;47;43.969
24;18;0;0.064
30;7;49;50.464
15;35;6;2.87
7;50;47;33.485
18;30;43;46.678
25;17;44;41.906
9;47;49;50.51
28;12;10;9.542
12;42;40;40.247
25;18;48;46.435
37;1166;49;44.082
24;20;6;3.304
30;9;0;0
15;37;47;43.872
20;28;24;19.798
17;34;26;16.672
10;47;31;31.525
30;10;33;32.945
22;25;22;22.385
28;14;30;26.494
25;20;47;43.94
17;35;8;3.57
9;50;42;28.803
28;15;24;20.056
20;30;48;50.2
18;34;31;21.145
14;42;28;29.432
18;35;8;5.711
25;22;22;22.318
17;37;44;41.981
28;17;25;21.629
34;6;39;26.612
12;47;32;29.549
24;25;48;46.415
15;42;22;23.239
28;18;18;16.26
34;7;35;20.091
18;37;48;46.454
25;24;48;46.376
30;15;47;50.095
1166;246;32;27.84
22;30;24;23.925
35;6;21;21.813
20;34;29;18.64
9;55;49;49.786
35;7;0;0.124
28;20;23;19.961
34;9;39;28.58
20;35;6;2.749
24;28;18;16.217
30;17;49;51.604
14;47;15;8.94
34;10;47;36.759
17;42;23;24.919
30;18;42;46.234
42;1166;25;26.305
35;9;49;50.764
20;37;47;43.949
24;30;43;46.619
162;359;34;34.827
22;34;44;31.501
15;47;6;2.883
35;10;30;31.282
14;49;40;32.587
6;64;32;37.242
18;42;16;19.595
30;20;47;50
28;24;18;16.201
14;50;49;37.656
25;30;46;45.991
163;359;40;33.796
15;49;41;35.799
35;12;32;29.497
7;64;20;18.235
34;14;44;32.653
359;1166;25;21.233
30;22;25;24.056
37;9;46;45.971
22;37;22;22.365
15;50;42;31.88
34;15;30;18.692
6;67;22;22.022
17;47;8;3.583
24;34;30;21.086
35;14;15;9.015
6;68;38;26.676
20;42;22;23.118
24;35;8;5.653
30;24;42;46.176
35;15;6;2.844
7;67;0;0.193
34;17;26;16.685
18;47;8;5.755
25;34;48;37.812
17;49;44;39.985
30;25;46;46.141
7;68;34;20.055
34;18;31;21.214
17;50;39;29.989
24;37;48;46.395
35;17;9;3.682
18;49;38;34.662
10;64;41;46.77
35;18;8;5.695
47;1166;6;2.467
34;20;30;18.719
18;50;43;34.462
25;37;0;0.031
9;67;49;50.536
37;15;47;43.933
42;6;7;4.071
20;47;6;2.762
9;68;40;28.729
42;7;22;23.617
35;20;6;2.749
34;22;44;31.522
6;74;40;45.442
10;67;31;31.55
37;17;44;41.925
28;34;49;37.044
229;246;41;42.417
20;49;40;35.677
12;64;26;18.699
24;42;16;19.536
10;68;47;36.375
37;18;48;46.455
49;1166;40;33.325
42;9;30;28.732
7;74;28;26.436
28;35;25;20.428
34;24;30;21.156
6;76;46;47.482
20;50;42;31.957
359;6;29;27.421
42;10;11;9.25
34;25;49;37.919
359;7;22;18.545
50;1166;44;36.132
37;20;47;43.96
35;24;8;5.636
7;76;34;29.145
12;67;32;29.575
30;34;39;28.622
42;12;40;40.368
14;64;17;12.184
30;35;48;50.467
37;22;22;22.298
22;50;27;23.717
34;28;49;37.152
6;80;18;17.212
24;47;8;5.696
359;10;38;36.89
15;64;21;22.137
42;14;28;29.685
6;81;20;20.817
10;74;49;54.971
30;37;46;46.12
9;76;48;47.962
37;24;48;46.396
42;15;21;23.248
35;28;25;20.428
7;80;11;8.006
14;67;15;8.965
34;30;39;28.58
47;6;22;21.856
24;49;37;34.603
359;12;14;12.871
37;25;0;0.031
683;1166;35;21.513
7;81;12;8.788
28;42;32;31.169
14;68;44;32.118
47;7;0;0.168
24;50;43;34.403
15;67;6;2.805
42;17;22;24.757
35;30;49;50.764
25;49;39;37.554
17;64;25;26.323
359;14;28;24.614
22;55;25;26.031
15;68;29;18.45
42;18;16;19.388
12;74;14;7.666
47;9;49;50.807
25;50;29;18.994
359;15;21;18.176
9;80;45;45.726
47;10;30;31.325
18;64;18;21
30;42;30;28.46
9;81;47;49.33
55;1166;66;65.132
42;20;21;23.153
49;7;39;31.976
34;35;34;19.982
6;87;26;24.794
17;67;8;3.505
10;80;27;26.74
359;17;22;19.749
37;30;46;45.971
175;359;39;37.133
35;34;34;20.059
28;47;25;20.472
6;88;25;24.554
47;12;32;29.541
17;68;26;16.559
10;81;29;30.345
359;18;16;14.38
50;7;47;37.382
7;87;9;3.821
14;74;25;20.385
34;37;49;37.899
18;67;8;5.781
246;229;41;42.432
7;88;11;5.094
6;90;46;47.519
20;64;21;22.015
47;14;15;9.058
18;68;30;21.032
25;55;23;24.25
359;20;21;18.081
50;9;42;28.658
15;74;29;30.338
42;24;16;19.329
14;76;36;33.315
12;80;24;22.451
47;15;6;2.857
30;47;49;50.51
37;34;49;37.832
7;90;35;29.182
12;81;30;28.433
15;76;29;27.54
683;6;49;41.275
20;67;6;2.683
47;17;9;3.695
49;14;40;32.096
34;42;39;28.48
683;7;37;22.762
20;68;29;18.526
47;18;8;5.739
17;74;33;34.524
10;87;34;34.323
359;24;16;14.321
30;50;42;28.803
42;28;33;31.298
49;15;42;34.901
14;80;16;13.76
10;88;34;34.083
9;90;48;48
50;14;49;41.382
35;42;22;23.681
14;81;18;14.542
683;9;48;32.8
6;96;26;24.796
47;20;6;2.762
18;74;26;29.201
17;76;26;25.648
50;15;42;35.983
15;80;10;7.5
42;30;30;28.732
49;17;44;39.898
24;64;18;20.941
22;68;45;27.67
15;81;7;4.463
49;18;38;34.529
7;96;9;3.825
6;683;49;41.2
12;87;36;32.411
18;76;30;30.121
359;28;7;3.802
50;17;39;33.975
34;47;34;19.995
6;99;48;52.884
12;88;30;24.348
30;55;49;49.786
7;683;38;22.863
50;18;43;38.505
49;20;42;34.806
55;9;49;49.513
20;74;29;30.216
47;24;8;5.68
17;80;10;9.18
24;67;8;5.722
42;34;39;28.456
35;47;0;0.059
7;99;35;33.878
683;14;47;35.325
17;81;6;4.182
24;68;30;20.973
162;397;34;34.822
50;20;42;36.01
42;35;22;23.62
14;87;19;11.657
34;50;26;17.286
683;15;32;21.363
20;76;29;27.616
18;80;4;3.856
35;49;39;31.899
14;88;11;5.65
6;103;33;26.774
18;81;5;3.456
25;68;49;37.837
163;397;40;33.772
9;683;48;32.945
10;96;34;34.324
64;1166;21;19.279
50;22;27;23.682
15;87;8;3.058
49;24;37;34.47
35;50;47;33.376
683;17;29;19.356
47;28;25;20.472
359;34;46;35.164
15;88;15;9.45
49;25;40;37.961
7;103;39;29.549
28;64;25;17.703
14;90;37;33.352
683;18;33;23.886
359;35;22;18.548
22;76;24;24.207
50;24;43;38.446
20;80;9;7.379
47;30;49;50.807
37;49;39;37.573
50;25;29;19.058
15;90;29;27.577
683;20;32;21.39
20;81;7;4.342
12;96;36;32.412
17;87;4;1.836
24;74;26;29.142
37;50;29;19.014
28;67;25;20.497
17;88;18;8.739
9;103;29;22.261
28;68;48;36.931
683;22;33;23.157
67;1166;6;2.389
18;87;10;7.434
24;76;30;30.062
12;99;48;47.926
47;34;34;20.073
18;88;12;8.313
17;90;26;25.685
10;103;36;29.907
14;96;19;11.661
68;1166;32;18.728
683;24;33;23.827
47;35;0;0.059
25;76;21;19.181
30;67;49;50.536
50;30;42;28.658
683;25;46;35.41
18;90;30;30.158
359;42;30;29.289
30;68;40;28.729
37;55;23;24.23
14;683;47;34.926
15;96;8;3.062
6;113;39;39.936
55;22;24;25.84
20;87;8;3.135
24;80;4;3.797
64;6;32;36.6
42;47;22;23.664
14;99;32;20.829
20;88;14;9.328
24;81;4;3.397
15;683;32;21.258
64;7;20;17.93
49;35;39;31.978
7;113;28;21.598
28;74;19;13.43
50;34;26;17.285
15;99;37;37.78
34;64;49;41.876
55;25;23;24.027
20;90;29;27.653
25;81;48;44.956
17;96;4;1.838
50;35;47;37.273
49;37;40;37.941
28;76;48;46.021
683;30;48;32.8
359;47;22;18.592
64;10;40;46.069
35;64;20;18.238
14;103;45;35.303
47;42;22;23.725
17;683;29;19.367
18;96;10;7.435
50;37;29;19.037
34;67;34;19.917
67;6;22;21.882
17;99;40;41.966
22;90;24;24.245
64;12;26;18.694
15;103;39;29.11
34;68;0;0.122
18;683;33;23.84
67;7;0;0.193
24;87;10;7.375
10;113;48;49.464
30;76;48;47.962
35;67;0;0.084
28;80;16;13.374
683;34;11;7.07
55;30;49;49.513
68;6;38;26.499
18;99;34;36.643
24;88;11;8.254
64;14;17;12.204
35;68;34;19.946
28;81;23;19.355
683;35;37;22.653
20;96;8;3.138
74;1166;29;27.478
68;7;34;19.978
67;9;49;50.833
25;87;47;43.61
64;15;23;20.855
67;10;30;31.351
17;103;37;23.113
24;90;30;30.1
20;683;32;21.335
683;37;46;35.39
68;9;40;28.688
12;113;49;47.552
30;80;45;45.726
64;17;25;25.852
20;99;37;37.658
68;10;47;35.968
47;49;39;31.943
67;12;32;29.566
18;103;34;25.466
25;90;21;19.219
30;81;47;49.33
37;68;49;37.857
175;397;39;37.128
64;18;18;20.483
76;1166;32;27.893
47;50;47;33.389
49;47;39;32.022
67;14;15;9.084
22;683;33;23.162
64;20;23;20.76
35;74;28;26.439
28;87;28;23.333
14;113;30;25.769
34;76;31;19.126
55;37;23;24.006
67;15;6;2.779
50;47;47;37.286
28;88;23;15.27
6;129;27;30.474
20;103;39;28.988
68;14;44;32.54
24;96;10;7.376
15;113;22;19.993
49;50;40;36.489
35;76;34;29.036
68;15;29;18.579
67;17;8;3.617
50;49;40;36.316
42;64;33;38.908
7;129;15;11.468
28;90;48;46.058
67;18;8;5.764
24;683;33;23.781
25;96;47;43.611
64;24;18;20.424
34;80;35;24.733
68;17;26;16.571
74;6;40;44.799
24;99;34;36.584
22;103;41;28.229
34;81;28;17.914
68;18;30;21.101
25;683;45;35.303
80;1166;13;10.718
67;20;6;2.683
74;7;28;26.129
17;113;19;18.102
37;76;21;19.201
42;67;22;23.689
35;80;11;8.008
683;47;37;22.667
359;64;23;12.718
30;90;48;48
42;68;39;28.343
35;81;12;8.791
81;1166;12;5.763
68;20;29;18.606
18;113;23;22.575
64;28;25;17.713
76;6;46;47.656
74;10;48;54.268
24;103;33;25.407
10;129;36;40.002
50;55;46;40.198
397;1166;24;21.191
28;96;28;23.335
76;7;34;29.143
683;50;20;14.339
68;22;45;27.665
67;24;8;5.705
359;67;22;18.617
74;12;14;7.666
359;68;46;35.051
37;81;48;44.976
34;87;30;18.389
76;9;48;47.846
20;113;22;20.07
68;24;30;21.042
34;88;42;29.189
68;25;49;37.944
12;129;37;38.027
47;64;20;18.281
74;14;25;20.403
42;74;41;47.109
35;87;8;3.712
55;50;46;40.064
67;28;25;20.497
74;15;31;29.054
64;34;49;41.267
35;88;11;5.096
34;90;31;19.164
30;683;48;32.945
22;113;32;31.856
64;35;20;17.932
42;76;46;49.149
68;28;49;37.039
47;67;0;0.098
67;30;49;50.833
74;17;33;34.051
80;6;17;16.905
49;64;45;41.319
35;90;34;29.073
14;129;15;12.036
76;14;36;33.143
47;68;34;19.959
74;18;26;28.681
80;7;11;8.03
359;74;23;16.759
37;87;47;43.629
76;15;29;27.744
68;30;40;28.688
81;6;20;20.833
15;129;15;11.945
87;1166;4;1.921
81;7;12;8.814
74;20;31;28.959
24;113;23;22.516
80;9;45;45.856
359;76;46;44.141
42;80;18;18.879
49;67;39;32.047
76;17;26;25.737
397;6;29;27.378
67;34;34;19.994
80;10;26;26.374
30;103;29;22.261
37;90;21;19.239
42;81;21;22.483
34;96;30;18.39
76;18;30;30.266
397;7;22;18.503
88;1166;13;6.873
67;35;0;0.084
81;9;47;49.783
25;113;26;23.95
50;67;47;37.207
68;34;0;0.122
81;10;29;30.301
17;129;12;10.053
80;12;24;22.45
50;68;26;17.31
64;42;33;38.468
34;683;11;7.07
35;96;8;3.716
76;20;29;27.771
68;35;34;19.869
47;74;28;26.482
74;24;26;28.623
359;80;14;11.494
397;10;37;36.847
81;12;30;28.45
18;129;13;14.233
80;14;16;14.098
359;81;20;17.475
35;683;37;22.754
90;1166;32;27.931
76;22;24;24.173
68;37;49;37.924
47;76;34;29.049
80;15;9;7.66
35;99;35;33.88
397;12;14;12.829
81;14;18;14.882
37;96;47;43.631
42;87;26;26.461
28;113;42;38.474
76;24;30;30.208
683;67;37;22.588
81;15;7;4.48
74;28;19;13.439
80;17;10;9.233
64;47;20;17.976
42;88;26;26.221
34;103;11;6.456
76;25;21;19.189
683;68;11;7.095
20;129;15;12.021
397;14;28;24.571
67;42;22;23.75
37;683;45;35.323
80;18;4;3.864
49;76;27;28.25
397;15;21;18.134
47;80;11;8.052
81;17;6;4.238
87;6;26;24.762
64;49;45;41.623
42;90;46;49.186
35;103;39;29.552
68;42;39;28.367
47;81;12;8.835
81;18;5;3.443
80;20;9;7.565
359;87;26;21.453
87;7;9;3.746
50;76;13;8.371
76;28;49;46.204
397;17;22;19.706
88;6;25;24.22
359;88;21;13.39
22;129;46;46.177
397;18;16;14.337
81;20;7;4.385
88;7;11;5.096
49;80;40;36.842
76;30;48;47.846
67;47;0;0.098
359;90;46;44.178
87;10;34;34.23
49;81;42;37.624
397;20;21;18.038
74;35;28;26.131
80;24;4;3.805
50;80;47;42.023
90;6;46;47.693
6;162;34;38.732
68;47;34;19.882
67;49;39;31.969
88;10;33;33.689
24;129;13;14.174
87;12;36;32.379
50;81;43;37.026
42;96;26;26.463
96;1166;5;1.925
90;7;34;29.18
683;76;27;16.617
6;163;48;47.709
47;87;9;3.726
67;50;47;33.311
81;24;4;3.384
7;162;21;19.726
76;34;31;19.126
47;88;11;5.14
81;25;48;44.982
25;129;40;38.272
88;12;30;24.316
87;14;19;11.709
42;683;49;42.867
7;163;35;28.702
34;113;23;14.145
76;35;34;29.034
90;9;48;47.883
397;24;15;14.278
68;50;26;17.311
80;28;16;13.381
87;15;8;3.588
42;99;48;54.551
47;90;34;29.086
88;14;11;5.665
359;96;26;21.455
49;87;43;34.739
35;113;27;21.489
76;37;21;19.169
683;80;37;27.404
55;76;38;40.251
81;28;23;19.381
88;15;16;8.475
80;30;45;45.856
87;17;4;1.843
49;88;40;33.11
683;81;33;22.407
74;42;41;46.667
359;683;49;37.859
87;18;10;7.372
99;1166;38;34.464
50;87;42;35.68
397;28;7;3.759
81;30;47;49.783
88;17;18;8.757
10;162;43;48.26
359;99;48;49.479
50;88;49;42.396
42;103;30;25.377
49;90;28;28.287
28;129;30;28.949
90;14;36;33.181
88;18;11;8.102
87;20;8;3.828
37;113;26;23.97
90;15;29;27.781
80;34;35;24.648
50;90;13;8.409
76;42;47;49.524
47;96;9;3.729
88;20;16;8.379
80;35;11;8.032
1166;359;25;21.327
90;17;26;25.774
12;162;34;33.774
96;6;26;24.763
81;34;28;17.913
74;47;28;26.175
359;103;47;35.159
90;18;31;30.304
683;87;33;21.06
47;683;37;22.768
12;163;30;23.67
96;7;9;3.75
81;35;12;8.817
87;24;10;7.313
64;67;20;18.002
683;88;45;31.861
6;175;39;40.384
397;34;46;35.122
47;99;35;33.924
87;25;48;43.712
64;68;48;41.154
49;96;43;34.743
103;1166;42;32.183
90;20;29;27.808
397;35;22;18.505
81;37;48;44.962
88;24;11;8.043
7;175;27;22.047
14;162;18;13.675
76;47;34;29.047
683;90;27;16.654
96;10;34;34.232
67;64;20;18.307
50;96;42;35.681
14;163;32;22.652
90;22;24;24.21
87;28;28;23.31
99;6;48;51.785
15;162;23;23.627
49;99;34;26.937
76;49;27;28.077
68;64;49;41.763
47;103;40;29.595
96;12;36;32.381
80;42;18;18.773
50;683;20;14.339
99;7;36;33.115
15;163;37;32.604
42;113;39;41.602
76;50;13;8.371
90;24;30;30.245
88;28;23;15.246
34;129;34;21.738
90;25;21;19.226
55;90;38;40.289
96;14;19;11.712
67;68;34;19.881
81;42;21;22.701
64;74;17;15.41
68;67;34;19.803
96;15;8;3.591
17;162;26;27.814
10;175;48;49.913
35;129;15;11.47
683;96;33;21.062
397;42;30;29.246
17;163;40;36.791
359;113;39;36.594
64;76;41;42.351
90;28;49;46.241
96;17;4;1.845
18;162;20;22.49
80;47;11;8.076
87;34;30;18.383
50;103;36;23.356
99;12;49;47.463
76;55;38;40.33
96;18;10;7.374
18;163;34;31.467
87;35;8;3.637
90;30;48;47.883
12;175;49;48.001
103;6;33;26.78
81;47;12;8.86
88;34;42;28.887
80;49;40;36.982
37;129;40;38.291
99;14;32;20.829
103;7;40;29.495
96;20;8;3.831
67;74;28;26.508
88;35;11;5.099
80;50;47;37.965
87;37;48;43.691
64;80;21;22.796
99;15;39;36.04
229;359;22;12.698
20;162;23;23.506
397;47;22;18.549
81;49;42;37.767
64;81;23;23.578
20;163;37;32.483
47;113;27;21.503
103;9;29;22.223
67;76;34;28.971
81;50;43;32.97
99;17;41;41.037
14;175;30;26.218
90;34;31;19.164
683;103;20;10.48
103;10;36;30.402
74;64;17;15.408
99;18;35;35.667
90;35;34;29.071
68;76;31;19.151
96;24;10;7.315
15;175;22;20.442
96;25;48;43.713
87;42;26;26.63
99;20;39;35.945
49;113;32;33.019
90;37;21;19.206
67;80;11;8.078
74;67;28;26.2
76;64;41;42.366
103;14;45;35.563
67;81;12;6.502
88;42;26;26.088
113;1166;25;20.285
50;113;20;12.359
64;87;24;20.694
68;80;34;24.619
103;15;38;29.126
96;28;28;23.312
17;175;19;18.55
24;162;20;22.432
64;88;13;8.939
42;129;28;32.141
68;81;28;17.801
24;163;34;31.409
99;24;35;35.609
76;67;34;28.969
103;17;37;23.13
18;175;23;23.024
87;47;8;3.65
64;90;41;42.389
76;68;31;19.151
90;42;47;49.561
103;18;33;25.265
88;47;11;5.143
359;129;28;27.069
87;49;43;34.594
683;113;20;11.635
103;20;38;29.03
67;87;8;3.647
87;50;42;31.699
20;175;22;20.518
96;34;30;18.384
67;88;11;5.166
88;49;40;32.664
80;64;21;23.321
68;87;30;18.275
103;22;41;28.25
96;35;8;3.641
74;76;49;50.55
88;50;49;38.303
28;162;37;28.66
90;47;34;29.084
68;88;42;29.076
67;90;34;29.008
81;64;23;24.105
64;96;24;20.697
28;163;36;31.136
76;74;49;50.567
55;113;43;45.02
103;24;33;25.206
96;37;48;43.693
80;67;11;8.101
113;6;39;40.048
22;175;32;31.84
90;49;27;28.115
397;64;23;12.676
68;90;31;19.189
47;129;15;11.514
80;68;34;24.535
113;7;27;21.535
90;50;13;8.409
81;67;12;6.545
74;80;29;30.995
64;99;28;26.692
81;68;28;17.799
74;81;31;31.777
99;35;36;33.117
397;67;22;18.574
24;175;23;22.965
113;10;47;49.517
49;129;36;26.597
397;68;46;35.008
96;42;26;26.631
67;96;8;3.651
76;80;34;33.785
103;30;29;22.223
25;175;25;23.934
1166;397;25;21.322
113;12;49;47.666
50;129;35;30.341
76;81;30;28.787
90;55;38;40.367
68;96;30;18.277
67;683;37;22.689
80;74;29;31.522
67;99;35;33.95
113;14;29;25.535
68;683;11;7.095
81;74;31;32.306
74;87;32;28.892
80;76;34;33.625
113;15;22;20.136
103;34;11;6.46
96;47;8;3.654
74;88;25;23.088
87;64;24;20.932
99;42;49;53.653
397;74;23;16.716
103;35;39;29.498
81;76;30;28.629
113;17;19;18.129
35;162;21;19.728
28;175;41;38.923
683;129;33;20.856
96;49;43;34.597
67;103;40;29.621
74;90;49;50.587
88;64;13;8.938
113;18;24;22.658
35;163;35;28.705
76;87;30;27.441
397;76;46;44.098
96;50;42;31.701
87;67;8;3.572
76;88;36;34.157
68;103;11;6.564
80;81;9;6.959
87;68;30;18.269
113;20;22;20.163
81;80;8;6.961
88;67;11;5.168
246;359;46;44.37
99;47;37;33.161
76;90;0;0.044
90;64;41;42.404
88;68;42;28.774
113;22;32;31.745
64;113;34;34.805
397;80;13;11.451
99;49;35;27.068
397;81;20;17.433
103;42;30;25.065
74;96;32;28.896
113;24;23;22.6
90;67;34;29.006
113;25;26;24.058
90;68;31;19.189
129;1166;16;11.592
80;87;14;10.937
87;74;32;29.133
74;99;36;34.891
80;88;14;10.633
76;96;30;27.442
229;397;22;12.693
67;113;27;21.424
81;87;10;5.942
88;74;25;23.263
87;76;30;27.359
113;28;42;38.596
34;175;23;14.151
103;47;40;29.541
81;88;16;11.418
80;90;34;33.662
76;683;27;16.617
397;87;26;21.41
68;113;23;14.17
88;76;36;33.963
42;162;34;40.399
35;175;27;21.938
6;229;32;37.245
397;88;20;13.347
81;90;30;28.667
42;163;48;49.376
90;74;49;50.604
103;50;36;23.356
87;80;14;10.89
7;229;20;18.238
397;90;46;44.135
96;64;24;20.935
87;81;10;5.893
90;76;0;0.044
88;80;14;10.415
359;162;34;35.327
37;175;25;23.954
113;34;23;14.182
76;103;41;25.197
88;81;16;11.198
80;96;14;10.939
359;163;41;34.465
113;35;27;21.426
96;67;8;3.575
