Line number;Trip id;Departure node;Arrival node;Departure time;Arrival time;Distance (kilometers)
2;368;14;20;548;578;11.859
2;373;15;14;555;587;11.869
2;379;14;20;563;593;11.859
2;385;15;14;570;602;11.869
2;395;14;20;578;608;11.859
2;402;15;14;585;617;11.869
2;411;14;20;593;623;11.859
2;420;15;14;600;632;11.869
2;426;14;20;608;638;11.859
2;430;15;14;615;647;11.869
2;435;14;20;623;653;11.859
2;440;15;14;630;662;11.869
2;449;14;20;638;668;11.859
2;454;15;14;645;677;11.869
2;462;14;20;653;683;11.859
2;470;15;14;660;692;11.869
2;476;14;20;668;698;11.859
2;480;15;14;675;707;11.869
2;485;14;20;683;713;11.859
2;489;15;14;690;722;11.869
2;498;14;20;698;728;11.859
2;505;15;14;705;737;11.869
2;511;14;20;713;743;11.859
2;518;15;14;720;752;11.869
2;524;14;20;728;758;11.859
2;529;15;14;735;767;11.869
2;535;14;20;743;773;11.859
2;540;15;14;750;782;11.869
2;549;14;20;758;788;11.859
2;558;15;14;765;797;11.869
2;566;14;20;773;803;11.859
2;572;15;14;780;812;11.869
2;579;14;20;788;818;11.859
2;586;15;14;795;827;11.869
2;592;14;20;803;833;11.859
2;596;15;14;810;842;11.869
2;605;14;20;818;848;11.859
2;612;15;14;825;857;11.869
2;619;14;20;833;863;11.859
2;627;15;14;840;872;11.869
2;635;14;20;848;878;11.859
2;648;15;14;855;887;11.869
2;656;14;20;863;893;11.859
2;662;15;14;870;902;11.869
2;672;14;20;878;908;11.859
2;686;15;14;885;917;11.869
2;697;14;20;893;923;11.859
2;709;15;14;900;932;11.869
2;717;14;20;908;938;11.859
2;729;15;14;915;947;11.869
2;736;14;20;923;953;11.859
2;744;15;14;930;962;11.869
2;753;14;20;938;968;11.859
2;768;15;14;945;977;11.869
2;778;14;20;953;983;11.859
2;787;15;14;960;992;11.869
2;788;14;20;960;990;11.859
2;797;15;14;967;999;11.869
2;800;14;20;968;998;11.859
2;816;15;14;975;1007;11.869
2;817;14;20;975;1005;11.859
2;823;15;14;982;1014;11.869
2;826;14;20;983;1013;11.859
2;833;15;14;990;1022;11.869
2;834;14;20;990;1020;11.859
2;845;15;14;997;1029;11.869
2;848;14;20;998;1028;11.859
2;863;15;14;1005;1037;11.869
2;864;14;20;1005;1035;11.859
2;871;15;14;1012;1044;11.869
2;874;14;20;1013;1043;11.859
2;884;15;14;1020;1052;11.869
2;885;14;20;1020;1050;11.859
2;893;15;14;1027;1059;11.869
2;896;14;20;1028;1058;11.859
2;908;15;14;1035;1067;11.869
2;909;14;20;1035;1065;11.859
2;914;15;14;1042;1074;11.869
2;916;14;20;1043;1073;11.859
2;925;15;14;1050;1082;11.869
2;926;14;20;1050;1080;11.859
2;935;15;14;1057;1089;11.869
2;938;14;20;1058;1088;11.859
2;949;15;14;1065;1097;11.869
2;950;14;20;1065;1095;11.859
2;957;15;14;1072;1104;11.869
2;959;14;20;1073;1103;11.859
2;965;15;14;1080;1112;11.869
2;974;14;20;1088;1118;11.859
2;990;15;14;1110;1142;11.869
2;998;14;20;1118;1148;11.859
2;1017;15;14;1140;1172;11.869
2;1022;14;20;1148;1178;11.859
2;1035;15;14;1170;1202;11.869
2;1042;14;20;1178;1208;11.859
2;1058;15;14;1200;1232;11.869
2;1063;14;20;1208;1238;11.859
2;1073;15;14;1230;1262;11.869
2;1080;14;20;1238;1268;11.859
2;1092;15;14;1260;1292;11.869
2;1097;14;20;1268;1298;11.859
2;1107;15;14;1290;1322;11.869
2;1113;14;20;1298;1328;11.859
2;1122;15;14;1320;1352;11.869
2;1125;14;20;1328;1358;11.859
2;1134;15;14;1350;1382;11.869
2;1140;14;20;1358;1388;11.859
3;79;81;80;359;404;16.446
3;131;81;80;389;434;16.446
3;139;80;81;392;438;16.446
3;182;81;80;419;464;16.446
3;191;80;81;422;468;16.446
3;235;81;80;449;494;16.446
3;244;80;81;452;498;16.446
3;288;81;80;479;524;16.446
3;296;80;81;482;528;16.446
3;322;81;80;509;554;16.446
3;329;80;81;512;558;16.446
3;357;81;80;539;584;16.446
3;364;80;81;542;588;16.446
3;383;81;80;569;614;16.446
3;388;80;81;572;618;16.446
3;417;81;80;599;644;16.446
3;423;80;81;602;648;16.446
3;438;81;80;629;674;16.446
3;444;80;81;632;678;16.446
3;467;81;80;659;704;16.446
3;473;80;81;662;708;16.446
3;487;81;80;689;734;16.446
3;492;80;81;692;738;16.446
3;516;81;80;719;764;16.446
3;521;80;81;722;768;16.446
3;538;81;80;749;794;16.446
3;544;80;81;752;798;16.446
3;570;81;80;779;824;16.446
3;575;80;81;782;828;16.446
3;594;81;80;809;854;16.446
3;599;80;81;812;858;16.446
3;624;81;80;839;884;16.446
3;631;80;81;842;888;16.446
3;660;81;80;869;914;16.446
3;667;80;81;872;918;16.446
3;706;81;80;899;944;16.446
3;713;80;81;902;948;16.446
3;742;81;80;929;974;16.446
3;748;80;81;932;978;16.446
3;785;81;80;959;1004;16.446
3;792;80;81;962;1008;16.446
3;831;81;80;989;1034;16.446
3;839;80;81;992;1038;16.446
3;882;81;80;1019;1064;16.446
3;889;80;81;1022;1068;16.446
3;923;81;80;1049;1094;16.446
3;930;80;81;1052;1098;16.446
3;964;81;80;1079;1124;16.446
3;968;80;81;1082;1128;16.446
3;989;81;80;1109;1154;16.446
3;993;80;81;1112;1158;16.446
3;1015;81;80;1139;1184;16.446
3;1019;80;81;1142;1188;16.446
3;1034;81;80;1169;1214;16.446
3;1038;80;81;1172;1218;16.446
3;1056;81;80;1199;1244;16.446
3;1060;80;81;1202;1248;16.446
3;1072;81;80;1229;1274;16.446
3;1075;80;81;1232;1278;16.446
3;1091;81;80;1259;1304;16.446
3;1094;80;81;1262;1308;16.446
3;1106;81;80;1289;1334;16.446
3;1109;80;81;1292;1338;16.446
3;1121;81;80;1319;1364;16.446
3;1123;80;81;1322;1368;16.446
3;1133;81;80;1349;1394;16.446
3;1136;80;81;1352;1398;16.446
3;1150;81;80;1379;1424;16.446
3;1151;80;81;1382;1428;16.446
3;1157;81;80;1409;1454;16.446
3;1158;80;81;1412;1458;16.446
4;86;88;87;362;388;9.31
4;95;96;88;368;396;9.32
4;136;88;87;392;418;9.31
4;146;96;88;398;426;9.32
4;183;35;87;420;433;3.764
4;189;88;87;422;448;9.31
4;199;96;88;428;456;9.32
4;226;96;88;443;471;9.32
4;236;35;87;450;463;3.764
4;241;88;87;452;478;9.31
4;253;96;88;458;486;9.32
4;267;88;87;467;493;9.31
4;278;96;88;473;501;9.32
4;294;88;87;482;508;9.31
4;300;96;88;488;516;9.32
4;323;35;87;510;523;3.764
4;327;88;87;512;538;9.31
4;334;96;88;518;546;9.32
4;351;35;87;535;548;3.764
4;363;88;87;542;568;9.31
4;366;35;87;545;558;3.764
4;367;96;88;548;576;9.32
4;380;35;87;565;578;3.764
4;387;88;87;572;598;9.31
4;391;35;87;575;588;3.764
4;394;96;88;578;606;9.32
4;412;35;87;595;608;3.764
4;422;88;87;602;628;9.31
4;425;96;88;608;636;9.32
4;442;88;87;632;658;9.31
4;448;96;88;638;666;9.32
4;472;88;87;662;688;9.31
4;475;96;88;668;696;9.32
4;491;88;87;692;718;9.31
4;497;96;88;698;726;9.32
4;520;88;87;722;748;9.31
4;523;96;88;728;756;9.32
4;531;88;87;737;763;9.31
4;534;96;88;743;771;9.32
4;542;88;87;752;778;9.31
4;548;96;88;758;786;9.32
4;560;88;87;767;793;9.31
4;565;96;88;773;801;9.32
4;574;88;87;782;808;9.31
4;578;96;88;788;816;9.32
4;588;88;87;797;823;9.31
4;591;96;88;803;831;9.32
4;598;88;87;812;838;9.31
4;604;96;88;818;846;9.32
4;614;88;87;827;853;9.31
4;618;96;88;833;861;9.32
4;629;88;87;842;868;9.31
4;634;96;88;848;876;9.32
4;650;88;87;857;883;9.31
4;655;96;88;863;891;9.32
4;664;88;87;872;898;9.31
4;671;96;88;878;906;9.32
4;688;88;87;887;913;9.31
4;696;96;88;893;921;9.32
4;711;88;87;902;928;9.31
4;716;96;88;908;936;9.32
4;732;88;87;917;943;9.31
4;735;96;88;923;951;9.32
4;746;88;87;932;958;9.31
4;752;96;88;938;966;9.32
4;770;88;87;947;973;9.31
4;777;96;88;953;981;9.32
4;790;88;87;962;988;9.31
4;799;96;88;968;996;9.32
4;819;88;87;977;1003;9.31
4;825;96;88;983;1011;9.32
4;836;88;87;992;1018;9.31
4;847;96;88;998;1026;9.32
4;866;88;87;1007;1033;9.31
4;873;96;88;1013;1041;9.32
4;887;88;87;1022;1048;9.31
4;895;96;88;1028;1056;9.32
4;928;88;87;1052;1078;9.31
4;937;96;88;1058;1086;9.32
4;967;88;87;1082;1108;9.31
4;973;96;88;1088;1116;9.32
4;991;88;87;1112;1138;9.31
4;997;96;88;1118;1146;9.32
4;1018;88;87;1142;1168;9.31
4;1021;96;88;1148;1176;9.32
4;1036;88;87;1172;1198;9.31
4;1041;96;88;1178;1206;9.32
4;1059;88;87;1202;1228;9.31
4;1062;96;88;1208;1236;9.32
4;1074;88;87;1232;1258;9.31
4;1079;96;88;1238;1266;9.32
4;1093;88;87;1262;1288;9.31
4;1096;96;88;1268;1296;9.32
4;1108;88;87;1292;1318;9.31
4;1112;96;88;1298;1326;9.32
4;1124;96;88;1328;1356;9.32
4;1135;88;87;1352;1378;9.31
22;121;15;15;382;392;2.5
22;197;15;15;427;437;2.5
22;299;15;15;487;497;2.5
22;344;15;15;527;537;2.5
22;405;15;15;587;597;2.5
22;456;15;15;647;657;2.5
22;508;15;15;707;717;2.5
22;561;15;15;767;777;2.5
22;616;15;15;827;837;2.5
22;690;15;15;887;897;2.5
22;772;15;15;947;957;2.5
22;867;15;15;1007;1017;2.5
22;953;15;15;1067;1077;2.5
22;1009;15;15;1127;1137;2.5
22;1051;15;15;1187;1197;2.5
22;1085;15;15;1247;1257;2.5
22;1144;15;15;1367;1377;2.5
539;36;22;37;320;346;22.544
539;69;37;22;350;376;22.736
539;118;22;37;380;406;22.544
539;169;37;22;410;436;22.736
539;221;22;37;440;466;22.544
539;274;37;22;470;496;22.736
539;316;22;37;500;526;22.544
539;348;37;22;530;556;22.736
539;377;22;37;560;586;22.544
539;409;37;22;590;616;22.736
539;433;22;37;620;646;22.544
539;460;37;22;650;676;22.736
539;483;22;37;680;706;22.544
539;509;37;22;710;736;22.736
539;532;22;37;740;766;22.544
539;563;37;22;770;796;22.736
539;589;22;37;800;826;22.544
539;641;37;22;850;876;22.736
539;677;22;37;880;906;22.544
539;722;37;22;910;936;22.736
539;760;22;37;940;966;22.544
539;806;37;22;970;996;22.736
539;853;22;37;1000;1026;22.544
539;901;37;22;1030;1056;22.736
539;943;22;37;1060;1086;22.544
539;978;37;22;1090;1116;22.736
539;1001;22;37;1120;1146;22.544
539;1027;37;22;1150;1176;22.736
539;1045;22;37;1180;1206;22.544
539;1066;37;22;1210;1236;22.736
539;1082;22;37;1240;1266;22.544
539;1100;37;22;1270;1296;22.736
542;48;50;49;333;375;32.662
542;91;50;49;363;405;32.662
542;114;90;50;377;387;8.513
542;140;50;49;393;435;32.662
542;153;49;50;403;447;33.816
542;192;50;49;423;465;32.662
542;208;49;50;433;477;33.816
542;245;50;246;453;463;8.305
542;247;50;49;453;495;32.662
542;260;49;50;463;507;33.816
542;297;50;246;483;493;8.305
542;306;49;50;493;537;33.816
542;330;50;49;513;555;32.662
542;338;49;50;523;567;33.816
542;365;50;246;543;553;8.305
542;389;50;49;573;615;32.662
542;400;49;50;583;627;33.816
542;404;90;50;587;597;8.513
542;445;50;49;633;675;32.662
542;452;49;50;643;687;33.816
542;493;50;49;693;735;32.662
542;503;49;50;703;747;33.816
542;545;50;49;753;795;32.662
542;556;49;50;763;807;33.816
542;576;50;246;783;793;8.305
542;600;50;49;813;855;32.662
542;610;49;50;823;867;33.816
542;615;90;50;827;837;8.513
542;632;50;246;843;853;8.305
542;651;90;50;857;867;8.513
542;668;50;49;873;915;32.662
542;681;49;50;883;927;33.816
542;689;90;50;887;897;8.513
542;714;50;49;903;945;32.662
542;749;50;49;933;975;32.662
542;764;49;50;943;987;33.816
542;771;90;50;947;957;8.513
542;793;50;246;963;973;8.305
542;810;49;50;973;1017;33.816
542;840;50;49;993;1035;32.662
542;858;49;50;1003;1047;33.816
542;890;50;246;1023;1033;8.305
542;931;50;49;1053;1095;32.662
542;946;49;50;1063;1107;33.816
542;952;90;50;1067;1077;8.513
542;969;50;246;1083;1093;8.305
542;994;50;49;1113;1155;32.662
542;1004;49;50;1123;1167;33.816
542;1008;90;50;1127;1137;8.513
542;1039;50;49;1173;1215;32.662
542;1048;49;50;1183;1227;33.816
542;1076;50;49;1233;1275;32.662
542;1083;49;50;1243;1287;33.816
542;1110;50;49;1293;1335;32.662
542;1115;49;50;1303;1347;33.816
542;1137;50;49;1353;1395;32.662
542;1142;49;50;1363;1407;33.816
542;1159;50;246;1413;1423;8.305
542;1161;49;50;1423;1467;33.816
542;1164;50;246;1473;1483;8.305
543;112;34;113;376;402;20.118
543;174;175;34;414;439;20.198
543;215;34;113;436;462;20.118
543;280;175;34;474;499;20.198
543;507;34;113;706;732;20.118
543;536;175;34;744;769;20.198
543;682;175;683;884;899;11.658
543;765;175;34;944;969;20.198
543;795;34;113;966;992;20.118
543;859;175;34;1004;1029;20.198
543;971;34;113;1086;1112;20.118
545;23;25;24;310;384;53.663
545;38;18;25;322;400;53.745
545;53;25;24;340;414;53.663
545;70;18;25;352;430;53.745
545;75;76;24;355;404;33.429
545;89;18;90;362;415;33.498
545;100;25;24;370;444;53.663
545;105;18;90;372;425;33.498
545;107;76;24;375;424;33.429
545;119;18;25;382;460;53.745
545;125;76;24;385;434;33.429
545;138;18;90;392;445;33.498
545;149;25;24;400;474;53.663
545;152;18;90;402;455;33.498
545;154;76;24;405;454;33.429
545;170;18;25;412;490;53.745
545;177;76;24;415;464;33.429
545;190;18;90;422;475;33.498
545;201;25;24;430;504;53.663
545;206;18;90;432;485;33.498
545;209;76;24;435;484;33.429
545;222;18;25;442;520;53.745
545;230;76;24;445;494;33.429
545;243;18;90;452;505;33.498
545;255;25;24;460;534;53.663
545;259;18;90;462;515;33.498
545;261;76;24;465;514;33.429
545;275;18;25;472;550;53.745
545;282;76;24;475;524;33.429
545;295;18;90;482;535;33.498
545;302;25;24;490;564;53.663
545;305;18;90;492;545;33.498
545;307;76;24;495;544;33.429
545;317;18;25;502;580;53.745
545;319;76;24;505;554;33.429
545;336;25;24;520;594;53.663
545;339;76;24;525;574;33.429
545;349;18;90;532;585;33.498
545;352;76;24;535;584;33.429
545;370;25;24;550;624;53.663
545;378;18;25;562;640;53.745
545;410;18;90;592;645;33.498
545;424;76;24;605;654;33.429
545;427;25;24;610;684;53.663
545;434;18;25;622;700;53.745
545;461;18;90;652;705;33.498
545;474;76;24;665;714;33.429
545;477;25;24;670;744;53.663
545;484;18;25;682;760;53.745
545;510;18;90;712;765;33.498
545;522;76;24;725;774;33.429
545;526;25;24;730;804;53.663
545;533;18;25;742;820;53.745
545;564;18;90;772;825;33.498
545;577;76;24;785;834;33.429
545;582;25;24;790;864;53.663
545;590;18;25;802;880;53.745
545;617;18;90;832;885;33.498
545;630;18;90;842;895;33.498
545;633;76;24;845;894;33.429
545;640;25;24;850;924;53.663
545;643;18;90;852;905;33.498
545;644;76;24;855;904;33.429
545;654;18;25;862;940;53.745
545;657;76;24;865;914;33.429
545;666;18;90;872;925;33.498
545;675;25;24;880;954;53.663
545;680;18;90;882;935;33.498
545;684;76;24;885;934;33.429
545;695;18;25;892;970;53.745
545;699;76;24;895;944;33.429
545;712;18;90;902;955;33.498
545;721;25;24;910;984;53.663
545;724;18;90;912;965;33.498
545;726;76;24;915;964;33.429
545;734;18;25;922;1000;53.745
545;737;76;24;925;974;33.429
545;747;18;90;932;985;33.498
545;757;25;24;940;1014;53.663
545;763;18;90;942;995;33.498
545;766;76;24;945;994;33.429
545;775;18;25;952;1030;53.745
545;779;76;24;955;1004;33.429
545;791;18;90;962;1015;33.498
545;804;25;24;970;1044;53.663
545;808;18;90;972;1025;33.498
545;812;76;24;975;1024;33.429
545;822;18;25;982;1060;53.745
545;829;76;24;985;1034;33.429
545;838;18;90;992;1045;33.498
545;851;25;24;1000;1074;53.663
545;857;18;90;1002;1055;33.498
545;861;76;24;1005;1054;33.429
545;870;18;25;1012;1090;53.745
545;877;76;24;1015;1064;33.429
545;888;18;90;1022;1075;33.498
545;899;25;24;1030;1104;53.663
545;903;18;90;1032;1085;33.498
545;913;18;25;1042;1120;53.745
545;956;18;90;1072;1125;33.498
545;970;76;24;1085;1134;33.429
545;977;25;24;1090;1164;53.663
545;982;18;25;1102;1180;53.745
545;1010;18;90;1132;1185;33.498
545;1020;76;24;1145;1194;33.429
545;1026;25;24;1150;1224;53.663
545;1030;18;25;1162;1240;53.745
545;1061;76;24;1205;1254;33.429
545;1065;25;24;1210;1284;53.663
545;1069;18;25;1222;1300;53.745
545;1095;76;24;1265;1314;33.429
545;1099;25;24;1270;1344;53.663
545;1103;18;90;1282;1335;33.498
545;1127;25;24;1330;1404;53.663
545;1130;18;25;1342;1420;53.745
545;1156;18;90;1402;1455;33.498
549;128;67;129;387;407;10.732
549;160;129;35;407;427;10.613
549;195;67;129;427;447;10.732
549;233;129;35;447;467;10.613
549;250;67;129;457;477;10.732
549;285;129;35;477;497;10.613
549;298;67;129;487;507;10.732
549;333;67;129;517;537;10.732
549;355;129;35;537;557;10.613
549;393;67;129;577;597;10.732
549;416;129;35;597;617;10.613
549;447;67;129;637;657;10.732
549;465;129;35;657;677;10.613
549;496;67;129;697;717;10.732
549;514;129;35;717;737;10.613
549;547;67;129;757;777;10.732
549;569;129;35;777;797;10.613
549;603;67;129;817;837;10.732
549;622;129;35;837;857;10.613
549;670;67;129;877;897;10.732
549;703;129;35;897;917;10.613
549;715;67;129;907;927;10.732
549;740;129;35;927;947;10.613
549;751;67;129;937;957;10.732
549;783;129;35;957;977;10.613
549;796;67;129;967;987;10.732
549;844;67;129;997;1017;10.732
549;880;129;35;1017;1037;10.613
549;892;67;129;1027;1047;10.732
549;921;129;35;1047;1067;10.613
549;934;67;129;1057;1077;10.732
549;962;129;35;1077;1097;10.613
549;972;67;129;1087;1107;10.732
549;996;67;129;1117;1137;10.732
549;1014;129;35;1137;1157;10.613
549;1040;67;129;1177;1197;10.732
549;1055;129;35;1197;1217;10.613
549;1078;67;129;1237;1257;10.732
549;1089;129;35;1257;1277;10.613
549;1139;67;129;1357;1377;10.732
549;1148;129;35;1377;1397;10.613
550;33;35;34;320;345;20.138
550;65;35;34;350;375;20.138
550;66;68;67;350;374;19.775
550;102;103;67;371;404;26.33
550;116;35;34;380;405;20.138
550;166;68;67;410;434;19.775
550;167;35;34;410;435;20.138
550;204;103;67;431;464;26.33
550;218;68;67;440;464;19.775
550;219;35;34;440;465;20.138
550;271;68;67;470;494;19.775
550;272;35;103;470;503;26.507
550;313;68;67;500;524;19.775
550;314;35;34;500;525;20.138
550;347;68;67;530;554;19.775
550;376;35;34;560;585;20.138
550;408;68;67;590;614;19.775
550;432;35;34;620;645;20.138
550;458;68;67;650;674;19.775
550;459;35;103;650;683;26.507
550;482;35;34;680;705;20.138
550;500;103;67;701;734;26.33
550;551;35;34;760;785;20.138
550;562;68;67;770;794;19.775
550;581;68;67;790;814;19.775
550;607;35;34;820;845;20.138
550;638;35;103;850;883;26.507
550;639;68;67;850;874;19.775
550;674;35;34;880;905;20.138
550;694;103;67;891;924;26.33
550;719;35;34;910;935;20.138
550;720;68;67;910;934;19.775
550;755;35;34;940;965;20.138
550;756;68;67;940;964;19.775
550;802;68;67;970;994;19.775
550;803;35;34;970;995;20.138
550;849;35;103;1000;1033;26.507
550;850;68;67;1000;1024;19.775
550;897;68;67;1030;1054;19.775
550;898;35;34;1030;1055;20.138
550;940;68;67;1060;1084;19.775
550;941;35;34;1060;1085;20.138
550;966;103;67;1081;1114;26.33
550;976;35;34;1090;1115;20.138
550;999;68;67;1120;1144;19.775
550;1000;35;34;1120;1145;20.138
550;1024;68;67;1150;1174;19.775
550;1025;35;34;1150;1175;20.138
550;1043;68;67;1180;1204;19.775
550;1044;35;34;1180;1205;20.138
550;1064;68;67;1210;1234;19.775
550;1081;35;34;1240;1265;20.138
550;1098;68;67;1270;1294;19.775
550;1141;35;34;1360;1385;20.138
550;1153;68;67;1390;1414;19.775
551;11;7;12;300;352;30.298
551;27;7;28;315;353;20.624
551;43;7;12;330;382;30.298
551;58;7;28;345;383;20.624
551;77;12;47;355;388;30.114
551;82;7;12;360;412;30.298
551;101;7;28;370;408;20.624
551;117;7;28;380;418;20.624
551;126;12;47;385;418;30.114
551;130;28;47;389;412;20.517
551;132;7;12;390;442;30.298
551;148;28;47;399;422;20.517
551;150;7;28;400;438;20.624
551;165;28;47;409;432;20.517
551;168;7;28;410;448;20.624
551;178;12;47;415;448;30.114
551;181;28;47;419;442;20.517
551;184;7;28;420;458;20.624
551;202;28;47;430;453;20.517
