Departure node;Arrival node;Duration (minutes);Distance (kilometers)
82;929;36;19.248
346;439;9;3.76
81;346;8;3.841
3;1076;19;9.644
82;930;22;14.132
346;440;19;8.74
3;1077;39;34.094
82;638;25;13.589
82;346;36;18.636
346;734;11;4.922
4;1077;24;16.992
84;929;23;11.668
84;930;15;5.879
84;638;14;6.876
84;346;25;12.03
6;1077;21;12.791
86;929;36;19.248
1076;1139;18;10.363
86;930;22;14.131
508;439;19;8.819
86;638;25;13.588
638;1076;30;16.747
508;440;32;15.81
86;346;36;18.636
1077;1139;42;35.307
1139;439;12;6.041
638;1077;30;18.078
508;734;15;8.465
1139;440;22;10.519
1139;734;22;11.714
510;440;22;11.069
439;573;11;5.878
440;572;23;11.673
440;573;24;12.051
293;1139;8;4.023
3;508;21;10.745
294;1139;19;10.869
671;439;23;10.518
4;508;36;18.908
3;510;33;28.457
671;440;12;4.81
671;734;26;12.585
4;510;16;8.248
81;367;25;16.884
82;366;21;10.497
6;508;38;19.408
82;367;22;16.427
6;510;15;7.127
84;366;21;14.267
82;370;19;10.63
638;508;25;13.446
84;367;22;16.885
439;293;18;8.992
1076;573;23;12.647
929;1139;7;3.654
439;294;29;15.889
1077;572;17;11.749
638;510;24;12.414
440;293;24;14.569
81;82;39;20.084
930;1139;30;14.505
86;366;21;10.497
439;3;17;9.178
82;81;37;26.994
440;294;25;16.447
84;370;29;20.011
773;1139;15;7.93
86;367;22;16.427
439;4;29;13.829
81;84;26;13.015
440;3;22;14.409
572;929;35;18.449
774;1139;23;11.804
440;4;10;4.203
439;6;31;14.557
82;84;17;9.225
81;671;20;9.437
81;86;39;20.084
572;930;12;6.602
84;81;25;12.811
86;370;19;10.63
572;638;23;12.296
573;929;11;6.248
572;346;34;17.343
84;82;16;8.592
440;6;12;5.301
82;671;26;13.243
82;86;0;0.01
293;572;36;29.66
573;930;29;14.237
573;638;16;8.682
293;573;23;12.711
573;346;7;2.946
294;572;29;25.427
86;81;37;26.994
294;573;35;19.556
86;82;0;0.01
84;671;16;7.551
366;440;25;13.861
84;86;16;8.592
367;439;28;17.842
1076;293;25;13.568
86;84;17;9.225
367;440;20;9.851
734;929;15;8.224
1076;294;33;20.543
734;930;33;16.213
367;734;37;23.515
346;773;8;3.842
86;671;26;13.243
734;638;20;10.658
1076;3;19;9.644
1077;294;35;30.48
346;774;17;8.167
734;346;11;4.922
1077;3;38;32.849
1077;4;22;15.736
929;572;35;18.433
370;440;34;19.606
929;573;11;6.248
1077;6;21;12.28
930;572;12;6.645
773;572;26;13.761
930;573;29;14.213
293;294;17;9.274
773;573;13;7.171
508;773;22;11.952
294;293;17;9.222
774;572;17;9.26
293;3;9;4.732
508;774;30;16.277
774;573;22;11.513
1139;773;15;7.947
293;4;31;17.964
346;1076;26;12.93
1139;774;23;11.729
294;3;15;8.471
510;773;27;13.871
294;4;26;20.646
293;6;33;19.061
572;366;10;5.518
510;774;18;9.353
572;367;26;22.601
294;6;31;22.157
573;367;35;18.169
572;370;18;10.009
929;293;12;6.604
671;773;8;3.656
929;294;23;13.502
508;1076;13;6.629
671;774;6;2.523
930;293;33;18.648
929;3;12;6.79
572;81;38;19.592
1139;1076;18;10.38
930;294;30;25.424
773;293;18;12.182
929;4;23;11.442
572;82;18;9.275
1139;1077;44;36.959
773;294;25;16.506
3;1139;6;3.793
930;3;31;18.488
734;367;39;20.145
573;81;11;5.958
774;293;26;16.057
773;3;16;12.021
930;4;11;4.632
929;6;25;12.349
774;294;30;17.19
572;84;17;10.896
510;1077;18;11.929
4;1139;28;13.941
773;4;15;7.173
774;3;24;15.896
930;6;7;2.3
573;84;31;15.576
572;671;23;11.672
572;86;18;9.275
774;4;8;3.651
773;6;16;7.678
573;671;22;10.593
6;1139;30;14.936
346;508;16;8.616
774;6;7;3.176
734;81;15;7.934
671;1076;36;19.001
346;510;35;17.435
671;1077;30;17.454
638;1139;17;8.647
734;84;35;17.552
734;671;26;12.569
439;929;6;2.552
439;930;31;14.146
366;773;28;15.945
1139;508;16;8.321
439;638;18;8.444
440;929;17;8.035
366;774;19;11.427
439;346;9;3.761
440;930;13;5.188
367;773;22;11.56
1139;510;38;31.322
440;638;9;3.754
3;572;32;28.408
367;774;24;12.289
440;346;19;8.732
3;573;23;12.89
4;572;17;11.306
4;573;28;14.143
370;773;37;21.69
6;572;15;7.078
370;774;27;17.172
671;508;30;15.374
6;573;29;14.644
671;510;24;11.79
366;1077;11;5.893
638;572;23;12.365
1076;929;18;10.996
367;1076;31;19.123
638;573;16;8.682
367;1077;35;30.1
1076;638;29;16.678
1076;346;26;12.933
81;439;5;2.261
1077;930;18;11.792
1077;638;29;17.485
81;440;20;9.146
3;293;9;4.699
81;734;15;7.934
3;294;15;8.49
82;440;23;12.011
4;293;31;17.942
370;1077;20;11.273
4;294;25;20.29
3;4;28;16.847
84;439;28;13.281
293;929;12;6.627
4;3;28;22.66
84;440;9;4.086
293;930;33;18.66
6;293;33;19.057
3;6;31;17.945
293;638;20;12.948
439;367;29;14.473
294;929;23;13.472
84;734;34;17.325
293;346;21;10.594
6;294;31;23.101
440;366;25;13.968
294;930;31;25.976
4;6;9;2.978
294;638;26;16.756
440;367;20;9.953
6;3;31;18.897
294;346;32;19.15
86;440;23;12.01
638;293;20;12.9
6;4;9;3.003
638;294;27;17.224
440;370;34;19.712
638;3;18;12.739
439;81;5;2.261
638;4;12;5.777
367;508;33;20.81
366;510;12;6.26
440;81;20;9.178
638;6;13;6.282
367;510;29;24.463
440;82;22;11.381
439;84;29;14.259
929;930;25;11.938
929;638;12;6.057
930;929;26;12
929;346;8;4.132
440;84;9;4.312
439;671;23;10.502
773;929;10;5.323
930;638;13;5.847
1076;367;31;19.744
773;930;16;7.267
930;346;24;10.894
440;671;12;4.803
440;86;22;11.381
1077;366;11;5.927
773;638;3;1.711
774;929;18;9.3
773;346;8;3.852
346;1139;15;7.621
1077;367;32;27.744
370;510;13;7.363
774;930;7;2.765
774;638;6;3.146
774;346;17;8.194
1077;370;20;11.273
1076;81;19;11.258
293;366;38;31.927
293;367;14;7.418
1077;82;25;18.515
294;366;31;27.695
508;1139;16;8.366
294;367;10;7.52
1077;84;23;16.038
1076;671;35;18.915
1077;671;29;16.862
1077;86;25;18.515
510;1139;37;26.589
294;370;37;30.541
572;440;23;11.624
293;81;13;7.027
573;439;11;5.878
293;82;32;23.504
573;440;25;12.085
294;81;24;13.872
573;734;4;2.026
294;82;26;19.272
293;84;30;17.284
929;366;37;20.727
929;367;23;12.085
346;572;34;17.386
671;1139;23;10.901
294;84;27;20.947
293;671;26;15.185
293;86;32;23.504
930;366;15;8.939
346;573;7;2.946
81;773;13;6.498
773;366;28;16.056
930;367;27;22.687
734;439;15;7.854
81;774;21;10.357
294;671;31;17.06
294;86;26;19.271
773;367;22;11.662
82;773;28;15.001
734;440;28;14.061
774;366;19;11.554
82;774;21;11.428
774;367;24;12.451
930;370;23;14.684
773;370;37;21.8
929;81;3;1.307
84;773;17;8.396
929;82;36;18.941
774;370;28;17.299
84;774;12;4.878
930;81;28;13.143
508;573;11;6.489
773;81;13;6.466
930;82;21;13.459
929;84;23;11.872
1139;572;37;31.274
773;82;28;15.384
86;773;28;15.001
1139;573;18;9.738
774;81;21;10.443
930;84;15;5.765
929;671;18;8.294
929;86;36;18.941
86;774;21;11.428
81;1076;19;11.241
510;572;8;4.196
774;82;21;11.862
773;84;17;8.605
3;929;12;6.806
930;671;13;5.223
930;86;21;13.459
3;930;31;17.544
346;293;21;10.571
3;638;18;11.831
774;84;11;4.784
773;671;8;3.622
4;929;23;11.436
773;86;28;15.384
346;294;32;17.468
3;346;20;10.773
82;1077;26;19.268
4;930;11;4.617
4;638;12;5.777
346;3;20;10.757
774;671;6;2.523
774;86;21;11.862
4;346;23;10.824
346;4;23;10.798
6;929;25;12.431
671;572;23;11.742
84;1077;25;17.685
366;1139;38;32.354
6;930;7;2.307
346;6;24;11.303
671;573;22;10.609
6;638;13;6.278
6;346;24;11.325
367;1139;18;12.852
638;929;12;6.143
508;293;23;11.994
86;1077;26;19.268
638;930;13;5.871
508;294;34;18.891
1139;293;8;3.99
638;346;11;5.363
508;3;21;10.791
1139;294;19;10.888
508;4;36;18.908
510;293;35;24.942
1139;3;6;3.793
370;1139;45;35.73
510;294;30;21.762
1139;4;28;13.958
508;6;38;19.413
510;3;33;24.131
81;508;13;6.572
1139;6;30;14.865
510;4;16;7.981
81;510;39;19.624
510;6;16;7.254
671;293;26;15.153
82;510;10;5.377
671;294;30;16.92
671;3;24;14.993
84;508;37;19.429
3;366;35;30.676
671;4;13;5.432
572;773;26;13.708
3;367;14;11.015
84;510;16;7.88
4;366;19;13.574
572;774;17;9.19
366;572;10;5.518
573;773;13;7.188
4;367;22;17.554
671;6;13;5.658
573;774;22;11.513
367;572;28;24.415
367;573;34;21.539
86;510;10;5.377
6;366;17;9.373
4;370;28;19.318
439;440;23;10.391
6;367;28;20.364
440;439;23;9.648
439;734;15;7.854
3;81;13;7.18
3;82;29;22.253
638;366;25;14.66
734;773;17;9.164
440;734;28;14.027
4;81;26;12.579
6;370;25;15.117
370;572;18;10.009
638;367;21;10.858
734;774;26;13.489
4;82;17;9.322
3;84;27;16.168
572;1077;17;11.766
4;84;7;2.244
3;671;23;14.068
3;86;29;22.253
638;370;34;20.405
6;81;28;13.574
573;1076;23;12.647
6;82;22;12.133
4;671;13;5.432
4;86;17;9.322
366;293;36;30.707
6;84;13;5.055
638;81;15;7.286
366;294;31;27.527
638;82;25;13.988
1076;439;24;13.384
367;293;14;7.352
6;671;13;5.654
6;86;22;12.133
366;3;34;29.897
1076;440;35;18.625
367;294;10;7.574
366;4;18;12.784
734;1076;27;14.623
638;84;14;7.102
1076;734;27;14.623
367;3;14;10.394
1077;440;29;16.814
367;4;24;19.633
638;671;6;2.226
638;86;25;13.988
366;6;17;9.327
367;6;29;14.261
370;294;37;30.903
293;439;18;9.014
370;4;27;18.528
293;440;24;14.651
294;439;29;15.859
293;734;27;14.687
370;6;25;15.072
294;440;26;16.786
346;929;8;4.131
573;508;11;6.489
572;510;8;4.196
294;734;39;21.532
346;930;24;10.891
346;638;11;5.336
734;508;15;8.465
929;439;6;2.552
508;929;15;8.182
929;440;17;8.003
508;930;38;19.002
930;439;31;14.122
508;638;25;13.446
1139;929;7;3.654
929;734;15;8.224
930;440;13;5.175
773;439;15;7.08
508;346;16;8.617
81;1139;7;3.916
1139;930;30;14.454
773;440;11;5.031
1139;638;16;8.572
930;734;33;16.189
510;929;36;18.306
1139;346;15;7.621
774;439;23;11.422
82;1139;32;23.991
773;734;17;9.147
510;930;13;6.765
774;440;8;3.853
510;638;24;12.459
510;346;35;17.506
774;734;26;13.489
